id,original_title,title,original_language,overview,release_date,popularity,vote_average,budget,revenue,runtime,genre_names,collection,collection_name,release_year,release_month,release_day
16296,Killer Klowns from Outer Space,Killer Klowns from Outer Space,en,aliens disguised clowns crash land earth rural town capture unsuspecting victims cotton candy cocoons later consumption.,1988-05-27,30.761,6.4,2000000,43625095,88,"Comedy, Horror, Science Fiction",,,1988,5,27
2662,House of 1000 Corpses,House of 1000 Corpses,en,teenage couples traveling across backwoods texas searching urban legends serial killers end prisoners bizarre sadistic backwater family serial killers.,2003-04-11,30.568,6.2,7000000,17949758,89,"Crime, Horror",105625.0,Firefly Collection,2003,4,11
11569,Hellraiser III: Hell on Earth,Hellraiser III: Hell on Earth,en,"pinhead trapped pillar souls. fortunately bought young playboy owns own nightclub. pinhead busies himself escaping getting playboy lure victims presence so can use blood. once free, seeks destroy puzzle box so need never return hell, female reporter investigating grisly murders stands way.",1992-09-11,30.562,5.7,5000000,12534961,93,Horror,8917.0,Hellraiser Collection,1992,9,11
439015,Slender Man,Slender Man,en,"small town massachusetts, four high school girls perform ritual attempt debunk lore slender man. girls goes mysteriously missing, begin suspect is, fact, latest victim.",2018-08-10,30.529,4.4,10000000,11817275,93,"Horror, Mystery, Thriller",,,2018,8,10
10489,Cujo,Cujo,en,"friendly st. bernard named ""cujo"" contracts rabies conducts reign terror small american town.",1983-08-10,30.421,6.1,5000000,21200000,93,"Horror, Thriller",,,1983,8,10
11596,New Nightmare,New Nightmare,en,demonic force chosen freddy krueger its portal real world. can heather langenkamp play part nancy last time trap evil trying enter our world?,1994-10-13,30.385,6.4,8000000,57000000,112,"Fantasy, Horror, Mystery",8581.0,A Nightmare on Elm Street Collection,1994,10,13
10281,Friday the 13th Part VII: The New Blood,Friday the 13th Part VII: The New Blood,en,"young girl possesses power telekinesis accidentally causes father's death family dispute crystal lake. years later, doctor tries exploit abilities, power becomes hellish curse, unwittingly unchains merciless, bloodthirsty jason voorhees watery grave.",1988-05-13,30.38,5.4,2800000,19170001,88,"Horror, Thriller",9735.0,Friday the 13th Collection,1988,5,13
16281,Creepshow,Creepshow,en,"inspired e.c. comics 1950s, george a. romero stephen king bring five tales terror screen.",1982-11-12,30.331,6.9,8000000,21028755,120,"Comedy, Horror",107725.0,Creepshow Collection,1982,11,12
9731,Friday the 13th: A New Beginning,Friday the 13th: A New Beginning,en,"homicidal maniac jason returns grave cause more bloody mayhem. young tommy may escaped crystal lake, he’s still haunted gruesome events happened there. gory murders start happening secluded halfway house troubled teens where now lives, seems like nightmarish nemesis, jason, back more sadistic slaughters.",1985-03-22,30.247,5.3,2200000,21930418,92,"Horror, Mystery",9735.0,Friday the 13th Collection,1985,3,22
571,The Birds,The Birds,en,"chic socialite melanie daniels enjoys passing flirtation eligible attorney san francisco pet shop and, impulse, follows hometown bearing gift lovebirds. upon arrival, bird population runs amok. suddenly, townsfolk face massive avian onslaught, feathered fiends inexplicably attacking people all over bodega bay.",1963-03-28,30.096,7.5,2500000,11500000,119,Horror,690952.0,The Birds Collection,1963,3,28
332567,The Shallows,The Shallows,en,"nancy surfing secluded beach, finds herself feeding ground great white shark. though stranded only 200 yards shore, survival proves ultimate test wills, requiring all nancy's ingenuity, resourcefulness, fortitude.",2016-06-24,30.09,6.4,17000000,119100758,86,"Drama, Horror, Thriller",,,2016,6,24
927,Gremlins,Gremlins,en,"billy peltzer given strange adorable pet named gizmo christmas, inadvertently breaks three important rules caring mogwai, unleashes horde mischievous gremlins small town.",1984-06-07,30.063,7.1,11000000,153083102,106,"Comedy, Fantasy, Horror",89151.0,The Gremlins Collection,1984,6,7
63311,La piel que habito,The Skin I Live In,es,brilliant plastic surgeon creates synthetic skin withstands any kind damage. guinea pig: mysterious volatile holds key obsession.,2011-08-17,29.657,7.5,13000000,33750478,120,"Drama, Horror, Thriller",,,2011,8,17
93856,Chernobyl Diaries,Chernobyl Diaries,en,"group six tourists looking go off beaten path, hire 'extreme tour guide' who, ignoring warnings, takes city pripyat, former home workers chernobyl nuclear reactor, now deserted town since disaster more than 25 years earlier. brief exploration abandoned city, group members find themselves stranded, only discover not alone.",2012-05-24,29.565,5.3,1000000,38390020,88,"Horror, Thriller",,,2012,5,24
501170,Doctor Sleep,Doctor Sleep,en,"still irrevocably scarred trauma endured child overlook, dan torrance fought find some semblance peace. peace shattered encounters abra, courageous teenager own powerful extrasensory gift, known 'shine'. instinctively recognising dan shares power, abra sought out, desperate help against merciless rose hat followers.",2019-10-30,29.402,7.2,45000000,72281712,152,"Fantasy, Horror, Thriller",530064.0,The Shining Collection,2019,10,30
11298,The Howling,The Howling,en,"bizarre near fatal encounter serial killer, newswoman sent rehabilitation center whose inhabitants may not what seem.",1981-01-21,29.36,6.5,1000000,17985893,91,Horror,174218.0,The Howling Collection,1981,1,21
492611,The Turning,The Turning,en,"young quits teaching job private tutor wealthy young kids, soon starts suspect there’s more house than what meets eye.",2020-01-23,29.345,5.9,14000000,18472775,94,"Horror, Thriller",,,2020,1,23
928,Gremlins 2: The New Batch,Gremlins 2: The New Batch,en,"young sweethearts billy kate move big apple, land jobs high-tech office park soon reunite friendly lovable gizmo. series accidents creates whole new generation gremlins. situation worsens devilish green creatures invade top-secret laboratory develop genetically altered powers, making even harder destroy!",1990-06-15,29.242,6.4,50000000,41482207,106,"Comedy, Fantasy, Horror",89151.0,The Gremlins Collection,1990,6,15
201085,Crimson Peak,Crimson Peak,en,"aftermath family tragedy, aspiring author torn between love childhood friend temptation mysterious outsider. trying escape ghosts past, swept away house breathes, bleeds… remembers.",2015-10-13,29.153,6.6,55000000,74679822,119,"Fantasy, Horror, Mystery, Romance, Thriller",,,2015,10,13
41436,Paranormal Activity 2,Paranormal Activity 2,en,"days welcoming newborn baby, dan kristi rey return home day find house ransacked seemingly no explanation. fear forces put security cameras, which begin capture strange activity around house.",2010-10-20,29.023,5.7,3000000,177512032,91,"Fantasy, Horror, Mystery",41437.0,Paranormal Activity Collection,2010,10,20
1255,괴물,The Host,ko,"following dumping gallons toxic waste river, giant mutated squid-like creature appears begins attacking populace. gang-du's daughter hyun-seo snatched creature; family assist him, sets off find her.",2006-07-27,28.947,7.0,11000000,88489643,120,"Drama, Horror, Science Fiction",,,2006,7,27
555974,Brahms: The Boy II,Brahms: The Boy II,en,"family moves heelshire mansion, young son soon makes friends life-like doll called brahms.",2020-02-20,28.004,6.0,10000000,20311536,86,"Horror, Mystery, Thriller",666337.0,The Boy Collection,2020,2,20
4513,30 Days of Night,30 Days of Night,en,"story isolated alaskan town plunged darkness month each year sun sinks below horizon. last rays light fade, town attacked bloodthirsty gang vampires bent uninterrupted orgy destruction. only small town's husband-and-wife sheriff team stand between survivors certain destruction.",2007-10-17,27.909,6.4,30000000,75505973,113,"Horror, Thriller",91660.0,30 Days of Night Collection,2007,10,17
157544,The Vatican Tapes,The Vatican Tapes,en,"highly secured vault deep within walls vatican city, catholic church holds thousands old films video footage documenting exorcisms/supposed exorcisms other unexplained religious phenomena feel world not ready see. first tape - case 83-g - stolen these archives exposed public anonymous source.",2015-07-24,27.874,5.3,13000000,1784763,91,"Horror, Thriller",,,2015,7,24
28260,Return of the Living Dead III,Return of the Living Dead III,en,"having recently witnessed horrific results top secret project bring dead back life, distraught teenager performs operation girlfriend she's killed motorcycle accident.",1993-10-01,27.871,6.6,2000000,54207,97,"Horror, Science Fiction",101471.0,Return of the Living Dead Collection,1993,10,1
60935,The Thing,The Thing,en,"paleontologist kate lloyd travels isolated outpost antarctica expedition lifetime, joins international team unearths remarkable discovery. elation quickly turns fear realize experiment freed mysterious being its frozen prison. paranoia spreads like epidemic creature can mimic anything touches pit human against human tries survive flourish spine-tingling thriller.",2011-10-12,27.719,6.2,35000000,31505287,103,"Horror, Mystery, Science Fiction, Thriller",479888.0,The Thing Collection,2011,10,12
403119,47 Meters Down,47 Meters Down,en,"sisters mexican vacation trapped shark observation cage bottom ocean, oxygen running low great whites circling nearby, less than hour air left figure how get surface.",2017-05-25,27.688,5.8,5500000,44235023,89,"Adventure, Drama, Horror, Thriller",635922.0,47 Meters Down Collection,2017,5,25
298312,The Visit,The Visit,en,"brother sister sent grandparents' remote pennsylvania farm week, where discover elderly couple involved something deeply disturbing.",2015-09-10,27.653,6.3,5000000,98450062,94,"Horror, Mystery, Thriller",,,2015,9,10
2671,リング,Ringu,ja,"mysterious video been linked number deaths, inquisitive journalist finds tape views herself, sets motion chain events puts own life danger.",1998-01-30,27.596,7.1,1200000,19400000,96,"Horror, Thriller",93369.0,Ringu Collection,1998,1,30
794,The Omen,The Omen,en,"immediately miscarriage, us diplomat robert thorn adopts newborn damien without knowledge wife. yet what doesn’t know new son son devil.",1976-06-25,27.545,7.4,2800000,60922980,111,"Horror, Thriller",10919.0,The Omen Collection,1976,6,25
1933,The Others,The Others,en,"grace religious lives old house kept dark because children, anne nicholas, rare sensitivity light. family begins suspect house haunted, grace fights protect children any cost face strange events disturbing visions.",2001-08-02,27.543,7.6,17000000,209947037,101,"Horror, Mystery, Thriller",,,2001,8,2
3021,1408,1408,en,"specializes debunking paranormal occurrences checks fabled room 1408 dolphin hotel. soon settling in, confronts genuine terror.",2007-06-22,27.515,6.7,25000000,132963417,104,"Horror, Mystery",,,2007,6,22
44040,Devil,Devil,en,"group people trapped elevator high above philadelphia, devil.",2010-09-16,27.48,6.0,10000000,33583175,80,"Horror, Mystery, Thriller",,,2010,9,16
21407,The Collector,The Collector,en,"desperate repay debt ex-wife, ex-con plots heist new employer's country home, unaware second criminal also targeted property, rigged series deadly traps.",2009-07-09,27.476,6.6,3400000,114000000,88,"Horror, Thriller",165369.0,The Collector Collection,2009,7,9
157547,Oculus,Oculus,en,tries exonerate brother's murder conviction proving crime committed supernatural phenomenon.,2013-09-08,27.473,6.4,5000000,44459951,104,Horror,,,2013,9,8
48171,The Rite,The Rite,en,"seminary student michael kovak reluctantly attends exorcism school vatican. while he’s rome, michael meets unorthodox priest introduces darker side faith, uncovering devil’s reach even holiest places earth.",2011-01-28,27.4,6.1,37000000,96047633,114,"Drama, Horror, Thriller",,,2011,1,28
10665,The Strangers,The Strangers,en,"returning wedding reception, couple staying isolated vacation house receive knock door mid-hours night. what ensues violent invasion three strangers, faces hidden behind masks. couple find themselves violent struggle, which go beyond what either thought capable order survive.",2008-05-29,27.332,6.1,9000000,82391145,86,"Horror, Mystery, Thriller",487765.0,The Strangers Collection,2008,5,29
26466,Triangle,Triangle,en,"jess sets sail yacht group friends, cannot shake feeling there something wrong. suspicions realized yacht hits storm group forced board passing ocean liner get safety, ship jess convinced she’s been before.",2009-10-16,27.252,6.9,12000000,1594955,99,Horror,,,2009,10,16
288158,The Woman in Black 2: Angel of Death,The Woman in Black 2: Angel of Death,en,"40 years first haunting eel marsh house, group children evacuated wwii london arrive, awakening house's darkest inhabitant.",2014-12-30,27.191,5.2,15000000,48854305,98,"Drama, Horror, Thriller",315560.0,The Woman in Black Collection,2014,12,30
9374,Death Becomes Her,Death Becomes Her,en,"madeline married ernest, once arch-rival helen's fiance. recovering mental breakdown, helen vows kill madeline steal back ernest. unfortunately everyone, introduction magic potion causes things great deal more complicated than mere murder plot.",1992-07-30,27.116,6.8,55000000,149022650,104,"Comedy, Fantasy, Horror",,,1992,7,30
790,The Fog,The Fog,en,"strange things begin occurs tiny california coastal town prepares commemorate its centenary. inanimate objects spring eerily life; rev. malone stumbles upon dark secret about town's founding; radio announcer stevie witnesses mystical fire; hitchhiker elizabeth discovers mutilated corpse fisherman. then mysterious iridescent fog descends upon village, more people start die.",1980-02-08,26.999,6.7,1000000,21378361,89,Horror,,,1980,2,8
28355,Case 39,Case 39,en,"many years social worker, emily jenkins believes seen all, until meets 10-year-old lilith girl's cruel parents. emily's worst fears confirmed parents try harm child, so emily assumes custody lilith while looks foster family. however, emily soon finds dark forces surround seemingly innocent girl, more tries protect lilith, more horrors encounters.",2009-08-13,26.995,6.3,27000000,29000000,109,"Horror, Mystery, Thriller",,,2009,8,13
532710,Firestarter,Firestarter,en,"more than decade, parents andy vicky been run, desperate hide daughter charlie shadowy federal agency wants harness unprecedented gift creating fire weapon mass destruction. andy taught charlie how defuse power, which triggered anger or pain. charlie turns 11, fire becomes harder harder control. incident reveals family's location, mysterious operative deployed hunt family seize charlie once all. charlie other plans.",2022-05-12,26.989,6.0,12000000,10593000,94,"Drama, Horror, Science Fiction, Thriller",,,2022,5,12
82990,Paranormal Activity 4,Paranormal Activity 4,en,"been five years since disappearance katie hunter, suburban family witness strange events neighborhood mysterious child move in.",2012-10-17,26.924,5.4,5000000,142817992,97,Horror,41437.0,Paranormal Activity Collection,2012,10,17
8078,Alien Resurrection,Alien Resurrection,en,"hundred years lt. ripley died, group scientists clone her, hoping breed ultimate weapon. new ripley full surprises … new aliens. ripley must team band smugglers keep creatures reaching earth.",1997-11-12,26.916,6.1,70000000,162000000,109,"Action, Horror, Science Fiction",8091.0,Alien Collection,1997,11,12
13510,Eden Lake,Eden Lake,en,"eden lake relentlessly tense immaculately paced horror-thriller about modern youth gone wild. young couple goes remote wooded lake romantic getaway, quiet weekend shattered aggressive group local kids. rowdiness quickly turns rage teens terrorize couple unimaginable ways, weekend outing becomes bloody battle survival.",2008-09-12,26.874,6.8,12850990,3984669,91,"Horror, Thriller",,,2008,9,12
287903,Krampus,Krampus,en,"dysfunctional family clashes over holidays, young max disillusioned turns back christmas. little does know, lack festive spirit unleashed wrath krampus: demonic force ancient evil intent punishing non-believers.",2015-11-26,26.847,6.1,15000000,61788393,98,"Comedy, Fantasy, Horror",,,2015,11,26
83899,You're Next,You're Next,en,"davison family comes under attack during wedding anniversary getaway, gang mysterious killers soon learns victims harbors secret talent fighting back.",2011-09-10,26.774,6.6,1000000,14347000,94,"Horror, Mystery, Thriller",,,2011,9,10
306947,The Invitation,The Invitation,en,"new girlfriend kira invited dinner old friends house will’s ex eden new partner david. although evening appears relaxed, soon gets creeping suspicion charming host david something.",2015-08-05,26.766,6.5,1000000,354835,100,"Horror, Thriller",,,2015,8,5
11415,House,House,en,"roger cobb author just separated wife. moves new house tries work novel based experiences vietnam war. strange things start happening around him; little things first, become more frequent, cobb becomes aware house resents presence.",1986-02-27,26.73,6.1,3000000,19444631,93,"Comedy, Horror",102782.0,House Collection,1986,2,27
277685,Unfriended,Unfriended,en,"while video chatting night, six high school friends receive skype message classmate killed herself exactly year ago. first think it's prank, girl starts revealing friends' darkest secrets, realize dealing something world, something wants dead.",2014-10-22,26.72,5.5,1000000,62882090,82,"Horror, Mystery, Thriller",506355.0,Unfriended Collection,2014,10,22
9678,Little Nicky,Little Nicky,en,"lord darkness decides not cede throne any three sons, most powerful escape earth create kingdom themselves. action closes portal filtering sinful souls hell causes satan wither away. must send most weak beloved son, little nicky, earth return brothers hell.",2000-11-10,26.422,5.9,85000000,58292295,90,"Comedy, Fantasy, Horror, Romance",,,2000,11,10
8769,Christine,Christine,en,"geeky student arnie cunningham falls christine, rusty 1958 plymouth fury, becomes obsessed restoring classic automobile former glory. car changes, so does arnie, whose newfound confidence turns arrogance behind wheel exotic beauty. arnie's girlfriend leigh best friend dennis reach him, only met fury like no other.",1983-05-11,26.38,6.8,9700000,21200000,110,Horror,,,1983,5,11
333371,10 Cloverfield Lane,10 Cloverfield Lane,en,"getting car accident, held shelter men, claim outside world affected widespread chemical attack.",2016-03-10,26.205,7.0,15000000,108286421,104,"Drama, Horror, Science Fiction, Thriller",,,2016,3,10
579,Jaws 2,Jaws 2,en,police chief brody must protect citizens amity second monstrous shark begins terrorizing waters.,1978-06-16,26.18,5.9,20000000,187884007,116,"Horror, Thriller",2366.0,Jaws Collection,1978,6,16
361292,Suspiria,Suspiria,en,"young american dancer susie bannion arrives 1970s berlin audition world-renowned helena markos dance company. vaults role lead dancer, replaces breaks accuses company's female directors witchcraft. meanwhile, inquisitive psychotherapist member troupe uncover dark sinister secrets probe depths studio's hidden underground chambers.",2018-10-11,26.178,6.9,20000000,6348889,152,"Drama, Fantasy, Horror, Thriller",,,2018,10,11
1923,Twin Peaks: Fire Walk with Me,Twin Peaks: Fire Walk with Me,en,"questionable town deer meadow, washington, fbi agent desmond inexplicably disappears while hunting murdered teen girl. killer never apprehended, and, experiencing dark visions supernatural encounters, agent dale cooper chillingly predicts culprit claim another life. meanwhile, more cozy town twin peaks, hedonistic beauty laura palmer hangs lowlifes seems destined grisly fate.",1992-06-03,26.068,7.3,10000000,4160851,135,"Drama, Horror, Mystery",,,1992,6,3
71668,Piranha 3DD,Piranha 3DD,en,"events lake victoria, prehistoric school blood-thirsty piranhas make way swimming pools, plumbing, newly opened water park.",2012-05-11,26.066,4.3,5000000,8493728,83,"Comedy, Horror, Thriller",104830.0,Piranha 3D Collection,2012,5,11
58431,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,en,"zombie outbreak fallen upon land reimagining jane austen's classic tale tangled relationships between lovers different social classes 19th century england. feisty heroine elizabeth bennet master martial arts weaponry handsome mr. darcy fierce zombie killer, yet epitome upper class prejudice. zombie outbreak intensifies, must swallow pride join forces blood-soaked battlefield order conquer undead once all.",2016-02-04,26.04,6.1,28000000,16457494,108,"Comedy, Horror, Romance, Thriller",,,2016,2,4
460885,Mandy,Mandy,en,"shadow mountains, 1983. red mandy lead loving peaceful existence; pine-scented haven savagely destroyed, red catapulted phantasmagoric journey filled bloody vengeance laced fire.",2018-09-13,25.83,6.2,6000000,1214525,122,"Action, Fantasy, Horror, Thriller",,,2018,9,13
755,From Dusk Till Dawn,From Dusk Till Dawn,en,"seth gecko younger brother richard run bloody bank robbery texas. escape across border mexico home-free morning, pay off local kingpin. just survive 'from dusk till dawn' rendezvous point, which turns hell strip joint.",1996-01-19,25.818,7.0,19000000,25836616,108,"Action, Crime, Horror, Thriller",10924.0,From Dusk Till Dawn Collection,1996,1,19
9885,Wolf Creek,Wolf Creek,en,"stranded backpackers remote australia fall prey murderous bushman, offers fix car, then takes captive.",2005-09-16,25.809,6.2,1000000,27762648,104,"Horror, Thriller",268098.0,Wolf Creek Collection,2005,9,16
11026,Exorcist: The Beginning,Exorcist: The Beginning,en,"having lived through traumatizing events during wwii, father lankester merrin takes sabbatical church conduct archaeological excavations british-administered east africa. merrin unearths ancient byzantine church believed been built then immediately buried keep evil crypt below. natives convinced uncovering church unleashed demon, begin violently clash british military troops. village rapidly disintegrates chaos war, merrin must face-off demon which taken possession somebody close him.",2004-08-20,25.745,5.4,80000000,78000586,114,"Horror, Mystery, Thriller",12263.0,The Exorcist Collection,2004,8,20
768,From Hell,From Hell,en,frederick abberline opium-huffing inspector scotland yard falls jack ripper's prostitute targets hughes brothers adaption graphic novel posits ripper's true identity.,2001-02-08,25.656,6.7,35000000,74558115,122,"Horror, Mystery, Thriller",,,2001,2,8
13885,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,en,"infamous story benjamin barker, a.k.a sweeney todd, sets barber shop london which basis sinister partnership fellow tenant, mrs. lovett. based hit broadway musical.",2007-01-25,25.646,7.2,50000000,152000000,116,"Drama, Horror",,,2007,1,25
9966,The Messengers,The Messengers,en,"solomons trade craziness big-city life quiet north dakota farm, little do expect nightmare follows. soon arriving, teenage jess (kristen stewart) younger brother see terrifying apparitions endure attacks supernatural source. jess must warn disbelieving family before too late save them.",2007-02-02,25.592,5.7,16000000,55060212,90,"Horror, Mystery, Thriller",164395.0,The Messengers Collection,2007,2,2
1577,Resident Evil: Apocalypse,Resident Evil: Apocalypse,en,"city locked under quarantine, alice finds people died previous incident umbrella corporation turned zombies. then joins small band elite soldiers, enlisted rescue missing daughter creator mutating t-virus. once lack luck resources happen, begin wage exhilarating battle survive escape before umbrella corporation erases its experiment face earth.",2004-09-10,25.504,6.3,45000000,129394835,94,"Action, Horror, Science Fiction",17255.0,Resident Evil Collection,2004,9,10
282813,The Pyramid,The Pyramid,en,archaeological team attempt unlock secrets lost pyramid only find themselves hunted insidious creature.,2014-12-04,25.486,5.2,6500000,16861137,89,Horror,,,2014,12,4
9529,Candyman,Candyman,en,"candyman, murderous soul hook hand, accidentally summoned reality skeptic grad student researching monster's myth.",1992-10-16,25.43,6.6,6000000,25792310,100,"Drama, Horror, Thriller",98580.0,Candyman Collection,1992,10,16
49017,Dracula Untold,Dracula Untold,en,"vlad tepes great hero, learns sultan preparing battle needs form army 1,000 boys, vows find way protect family. vlad turns dark forces order get power destroy enemies agrees go hero monster he's turned mythological vampire, dracula.",2014-10-01,25.427,6.4,70000000,217124280,92,"Action, Drama, Fantasy, Horror, War",,,2014,10,1
17609,Antichrist,Antichrist,en,"grieving couple retreats cabin 'eden' woods, hoping repair broken hearts troubled marriage. nature takes its course things go bad worse.",2009-05-20,25.395,6.7,11000000,791867,108,"Drama, Horror, Thriller",,,2009,5,20
13515,Mirrors,Mirrors,en,ex-cop family target evil force using mirrors gateway home.,2008-08-15,25.389,6.2,35000000,72436439,111,"Drama, Fantasy, Horror, Mystery, Thriller",105324.0,Mirrors Collection,2008,8,15
10552,Cat's Eye,Cat's Eye,en,"three short stories shock-meister stephen king linked stray cat roams tale creepy triptych begins dick (james woods) tries quit smoking any means necessary. next, we meet johnny, adulterous who's forced lover's husband onto building's hazardous ledge. finally, amanda threatened evil gnome throws suspicion family cat.",1985-04-12,25.297,6.7,7000000,13100000,94,"Horror, Thriller",,,1985,4,12
580,Jaws: The Revenge,Jaws: The Revenge,en,"another deadly shark attack, ellen brody decides had enough new england's amity island moves caribbean join son, michael, family. great white shark followed there, hungry more lives.",1987-07-17,25.29,4.1,23000000,51881013,89,"Adventure, Horror, Thriller",2366.0,Jaws Collection,1987,7,17
10331,Night of the Living Dead,Night of the Living Dead,en,"disparate group individuals takes refuge abandoned house corpses begin leave graveyard search fresh human bodies devour. pragmatic ben does best control situation, murderous zombies surround house, other survivors begin panic.",1968-10-04,25.289,7.6,114000,30000000,96,"Horror, Thriller",261590.0,Living Dead Collection,1968,10,4
923,Dawn of the Dead,Dawn of the Dead,en,"during ever-growing epidemic zombies risen dead, philadelphia swat team members, traffic reporter, television-executive girlfriend seek refuge secluded shopping mall.",1978-09-02,25.198,7.5,650000,55000000,127,Horror,261590.0,Living Dead Collection,1978,9,2
10307,Stigmata,Stigmata,en,"young no strong religious beliefs, frankie paige begins having strange violent experiences, showing signs wounds jesus received crucified. vatican gets word frankie's situation, high-ranking cardinal requests rev. andrew kiernan investigate case. soon kiernan realizes very sinister forces work, tries rescue frankie entity plaguing her.",1999-09-10,25.137,6.2,29000000,50041732,103,"Horror, Thriller",,,1999,9,10
503919,The Lighthouse,The Lighthouse,en,lighthouse keepers try maintain sanity while living remote mysterious new england island 1890s.,2019-10-18,25.082,7.5,11000000,18123239,109,"Drama, Fantasy, Horror, Thriller",,,2019,10,18
340837,A Cure for Wellness,A Cure for Wellness,en,"ambitious young executive sent retrieve company's ceo idyllic mysterious ""wellness center"" remote location swiss alps soon suspects spa's miraculous treatments not what seem.",2017-02-15,25.0,6.3,40000000,26620002,146,"Horror, Mystery, Science Fiction, Thriller",,,2017,2,15
388045,La Leyenda del Chupacabras,The Legend of the Chupacabras,es,"leo san juan team ""ghostbusters"" continue adventures, time fighting against mexican monster himself: ""el chupacabras"".",2016-10-21,24.942,7.2,1600000,5138140,81,"Action, Adventure, Animation, Family, Fantasy, History, Horror",519564.0,Las Leyendas Collection,2016,10,21
27414,"Silent Night, Deadly Night","Silent Night, Deadly Night",en,"little billy witnesses parents being brutally murdered santa. years later, fill absent in-store santa claus, childhood trauma materializes once again.",1984-11-09,24.794,5.8,1065000,2491460,79,"Horror, Thriller",256296.0,"Silent Night, Deadly Night Collection",1984,11,9
29427,The Crazies,The Crazies,en,four friends find themselves trapped small hometown discover friends neighbors going quickly horrifically insane.,2010-02-26,24.487,6.2,20000000,54956140,101,"Action, Horror, Mystery",,,2010,2,26
10336,Spawn,Spawn,en,"being murdered corrupt colleagues covert government agency, al simmons makes pact devil resurrected see beloved wife wanda. exchange return earth, simmons agrees lead hell's army destruction mankind.",1997-07-31,24.428,5.4,40000000,87840042,96,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",,,1997,7,31
1576,Resident Evil,Resident Evil,en,"virus leaks top-secret facility, turning all resident researchers ravenous zombies lab animals mutated hounds hell, government sends elite military task force contain outbreak. alice rain charged leading mission. only three hours before pathogen becomes airborne infects world.",2002-03-15,24.356,6.6,33000000,102984862,100,"Action, Horror, Science Fiction",17255.0,Resident Evil Collection,2002,3,15
49730,Red Riding Hood,Red Riding Hood,en,"valerie love brooding outsider, peter, parents arranged marry another – wealthy. unwilling lose each other, valerie peter plan run away together learn valerie's older sister been killed werewolf prowls dark forest surrounding village. hungry revenge, people call famed werewolf hunter, father solomon, help kill wolf. solomon's arrival brings unintended consequences warns wolf, takes human form day, could any them.",2011-03-11,24.3,6.0,42000000,89162162,100,"Fantasy, Horror, Thriller",,,2011,3,11
505058,Unfriended: Dark Web,Unfriended: Dark Web,en,"​when 20-something finds cache hidden files new laptop, friends unwittingly thrust depths dark web. soon discover someone been watching every move go unimaginable lengths protect dark web.",2018-07-19,24.191,6.3,1000000,9602624,93,"Horror, Mystery, Thriller",506355.0,Unfriended Collection,2018,7,19
444149,Hellraiser: Judgment,Hellraiser: Judgment,en,"detectives sean david carter case find gruesome serial killer terrorizing city. joining forces detective christine egerton, dig deeper spiraling maze horror may not world.",2018-02-13,24.182,5.1,350000,426290,81,Horror,8917.0,Hellraiser Collection,2018,2,13
9669,リング 2,Ringu 2,ja,"while investigating horrifying death boyfriend, mai takano learns about videotape haunted spirit disturbing girl named sadako, which kills anyone watches exactly week later. boyfriend’s son, yoichi, starts develop same psychic abilities sadako, takano must find way keep boy herself becoming victims.",1999-01-23,24.177,5.7,6000000,31365000,92,"Horror, Mystery, Science Fiction",93369.0,Ringu Collection,1999,1,23
10906,Pet Sematary II,Pet Sematary II,en,"""sematary"" its old zombie-raising tricks again. time, protagonists jeff matthews, whose mother died hollywood stage accident, drew gilbert, boy coping abusive stepfather.",1992-08-28,24.157,5.3,8000000,17092453,100,Horror,10789.0,Pet Sematary Collection,1992,8,28
9406,An American Werewolf in Paris,An American Werewolf in Paris,en,american unwittingly gets involved werewolves developed serum allowing transform will.,1997-05-29,24.146,5.9,22000000,26570463,105,"Comedy, Horror",9380.0,An American Werewolf Collection,1997,5,29
17692,Jaws 3-D,Jaws 3-D,en,"third film series follows group marine biologists attempting capture young great white shark wandered florida's sea world park. however, later discovered shark's 35-foot mother also guest sea world. what follows shark wreaking havoc visitors park.",1983-07-22,24.146,4.4,20500000,87987055,99,"Horror, Thriller",2366.0,Jaws Collection,1983,7,22
292280,The Bye Bye Man,The Bye Bye Man,en,"three college students move old house off campus, unwittingly unleash supernatural entity known bye bye man, comes prey upon once discover name. friends must try save each other, all while keeping bye bye man's existence secret save others same deadly fate.",2017-01-12,24.11,5.2,7400000,26667197,96,"Horror, Thriller",,,2017,1,12
9426,The Fly,The Fly,en,"seth brundle makes huge scientific technological breakthrough teleportation, decides test himself. unbeknownst him, common housefly manages get inside device become one.",1986-08-15,24.061,7.4,15000000,60629159,96,"Horror, Science Fiction",109609.0,The Fly (1986) Collection,1986,8,15
146301,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,en,"using special camera can see spirits, family must protect daughter evil entity sinister plan.",2015-10-21,24.036,5.3,10000000,78096553,88,"Horror, Thriller",41437.0,Paranormal Activity Collection,2015,10,21
9913,The Skeleton Key,The Skeleton Key,en,hospice nurse working spooky new orleans plantation home finds herself entangled mystery involving house's dark past.,2005-07-29,23.969,6.6,43000000,93983911,104,"Drama, Horror, Mystery, Thriller",282117.0,Skeleton Key Collection,2005,7,29
