id,original_title,title,original_language,overview,release_date,popularity,vote_average,budget,revenue,runtime,genre_names,collection,collection_name,release_year,release_month,release_day
882598,Smile,Smile,en,"witnessing bizarre, traumatic incident involving patient, dr. rose cotter starts experiencing frightening occurrences can't explain. overwhelming terror begins taking over life, rose must confront troubling past order survive escape horrifying new reality.",2022-09-23,1863.628,6.8,17000000,45000000,115,"Horror, Mystery, Thriller",,,2022,9,23
756999,The Black Phone,The Black Phone,en,"finney blake, shy clever 13-year-old boy, abducted sadistic killer trapped soundproof basement where screaming little use. disconnected phone wall begins ring, finney discovers can hear voices killer’s previous victims. dead set making sure what happened doesn’t happen finney.",2022-06-22,1071.398,7.9,18800000,161000000,103,"Horror, Thriller",,,2022,6,22
717728,Jeepers Creepers: Reborn,Jeepers Creepers: Reborn,en,"forced travel boyfriend horror festival, laine begins experience disturbing visions associated urban legend creeper. festival arrives blood-soaked entertainment builds frenzy, becomes center while something unearthly been summoned.",2022-09-15,821.605,5.8,20000000,2892594,88,"Horror, Mystery, Thriller",94899.0,Jeepers Creepers Collection,2022,9,15
762504,Nope,Nope,en,"residents lonely gulch inland california bear witness uncanny, chilling discovery.",2022-07-20,733.112,7.0,68000000,170800000,130,"Horror, Mystery, Science Fiction, Thriller",,,2022,7,20
760104,X,X,en,"1979, group young filmmakers set make adult film rural texas, reclusive, elderly hosts catch act, cast find themselves fighting lives.",2022-03-17,543.67,6.8,10000000,14257609,106,"Horror, Mystery, Thriller",950289.0,X Collection,2022,3,17
25853,Dahmer,Dahmer,en,"february 15, 1992 milwaukee, wisconsin, jeffrey dahmer, world's most infamous serial killers, convicted 15 counts murder sentenced 937 years federal prison. movie based events life.",2002-06-21,378.39,5.2,250000,144008,101,"Drama, Horror",,,2002,6,21
610253,Halloween Kills,Halloween Kills,en,"nightmare isn't over unstoppable killer michael myers escapes laurie strode's trap continue ritual bloodbath. injured taken hospital, laurie fights through pain inspires residents haddonfield, rise against myers. taking matters own hands, strode women other survivors form vigilante mob hunt michael end reign terror once all.",2021-10-14,315.027,6.7,20000000,131647155,105,"Horror, Thriller",91361.0,Halloween Collection,2021,10,14
646385,Scream,Scream,en,"twenty-five years streak brutal murders shocked quiet town woodsboro, new killer donned ghostface mask begins targeting group teenagers resurrect secrets town’s deadly past.",2022-01-12,291.196,6.7,24000000,140000000,114,"Horror, Mystery, Thriller",2602.0,Scream Collection,2022,1,12
21208,Orphan,Orphan,en,"losing baby, married couple adopt 9-year old esther, may not innocent seems.",2009-07-24,265.858,7.0,20000000,77912251,123,"Horror, Mystery, Thriller",760193.0,Orphan Collection,2009,7,24
55341,Jeepers Creepers 3,Jeepers Creepers 3,en,"taking place last day creeper’s twenty-three-day feeding frenzy, skeptical sergeant tubbs teams task force hellbent destroying creeper good. creeper fights back gory glory its enemies grow closer than ever before learning secret its dark origins.",2017-09-26,246.189,4.9,6200000,3600000,100,"Horror, Mystery, Thriller",94899.0,Jeepers Creepers Collection,2017,9,26
423108,The Conjuring: The Devil Made Me Do It,The Conjuring: The Devil Made Me Do It,en,"paranormal investigators ed lorraine warren encounter what would become most sensational cases files. fight soul young boy takes beyond anything they'd ever seen before, mark first time u.s. history murder suspect would claim demonic possession defense.",2021-05-25,246.13,7.6,39000000,201000000,111,"Horror, Mystery, Thriller",313086.0,The Conjuring Collection,2021,5,25
460458,Resident Evil: Welcome to Raccoon City,Resident Evil: Welcome to Raccoon City,en,"once booming home pharmaceutical giant umbrella corporation, raccoon city now dying midwestern town. company’s exodus left city wasteland…with great evil brewing below surface. evil unleashed, townspeople forever…changed…and small group survivors must work together uncover truth behind umbrella make through night.",2021-11-24,245.332,6.1,40000000,38600612,107,"Action, Horror, Science Fiction",,,2021,11,24
474350,It Chapter Two,It Chapter Two,en,"27 years overcoming malevolent supernatural entity pennywise, former members losers' club, grown moved away derry, brought back together devastating phone call.",2019-09-04,230.451,6.9,79000000,473122525,170,"Fantasy, Horror",477962.0,It Collection,2019,9,4
632357,The Unholy,The Unholy,en,"alice young hearing-impaired girl who, supposed visitation virgin mary, inexplicably able hear, speak heal sick. word spreads people near far flock witness miracles, disgraced journalist hoping revive career visits small new england town investigate. terrifying events begin happen all around, starts question if these phenomena works virgin mary or something much more sinister.",2021-03-31,207.113,6.7,10000000,30833138,99,"Horror, Mystery",,,2021,3,31
602223,The Forever Purge,The Forever Purge,en,all rules broken sect lawless marauders decides annual purge does not stop daybreak instead should never end chase group immigrants want punish because harsh historical past.,2021-06-30,198.269,7.2,18000000,76994245,103,"Action, Horror, Thriller",256322.0,The Purge Collection,2021,6,30
482373,Don't Breathe 2,Don't Breathe 2,en,"blind been hiding several years isolated cabin taken raised young girl orphaned devastating house fire. quiet life together shattered group criminals kidnap girl, forcing blind leave safe haven save her.",2021-08-12,196.003,7.3,10000000,45000000,98,"Horror, Thriller",748919.0,Don't Breathe Collection,2021,8,12
8922,Jeepers Creepers,Jeepers Creepers,en,brother sister driving home through isolated countryside college encounter flesh-eating creature midst its ritualistic eating spree.,2001-07-01,195.983,6.4,10000000,59217789,90,"Horror, Thriller",94899.0,Jeepers Creepers Collection,2001,7,1
138843,The Conjuring,The Conjuring,en,"paranormal investigators ed lorraine warren work help family terrorized dark presence farmhouse. forced confront powerful entity, warrens find themselves caught most terrifying case lives.",2013-07-18,173.527,7.5,13000000,319494638,112,"Horror, Thriller",313086.0,The Conjuring Collection,2013,7,18
11351,Jeepers Creepers 2,Jeepers Creepers 2,en,"bus crippled side deserted road, team high school athletes discover opponent cannot defeat – may not survive. staring hungrily through school bus windows, ""creeper"" returns again again. teammates discover it’s selective about whom attacks, test ability stick together – insatiable menace tries tear apart!",2003-08-08,169.063,6.1,17000000,63102666,104,Horror,94899.0,Jeepers Creepers Collection,2003,8,8
830788,The Invitation,The Invitation,en,"death mother, evie approached unknown cousin invites lavish wedding english countryside. soon, realizes gothic conspiracy afoot must fight survival uncovers twisted secrets family’s history.",2022-08-24,168.001,6.3,10000000,30000000,105,"Horror, Thriller",,,2022,8,24
424139,Halloween,Halloween,en,"jamie lee curtis returns iconic role laurie strode, comes final confrontation michael myers, masked figure haunted since narrowly escaped killing spree halloween night four decades ago.",2018-10-18,158.374,6.5,10000000,253688035,106,"Horror, Thriller",91361.0,Halloween Collection,2018,10,18
520763,A Quiet Place Part II,A Quiet Place Part II,en,"following events home, abbott family now face terrors outside world. forced venture unknown, realize creatures hunt sound not only threats lurk beyond sand path.",2021-05-21,153.956,7.6,61000000,297372261,97,"Horror, Science Fiction, Thriller",521226.0,A Quiet Place Collection,2021,5,21
631843,Old,Old,en,group families tropical holiday discover secluded beach where staying somehow causing age rapidly – reducing entire lives single day.,2021-07-21,148.823,6.5,18000000,90112510,108,"Horror, Mystery, Thriller",,,2021,7,21
11932,Bride of Chucky,Bride of Chucky,en,"chucky hooks another murderous doll, bridal gown-clad tiffany, route 66 murder spree unwitting hosts.",1998-10-16,139.831,6.0,25000000,50671850,89,"Comedy, Horror",10455.0,Child's Play Collection,1998,10,16
259693,The Conjuring 2,The Conjuring 2,en,lorraine ed warren travel north london help single mother raising four children alone house plagued malicious spirits.,2016-06-08,137.18,7.3,40000000,320392818,134,"Horror, Thriller",313086.0,The Conjuring Collection,2016,6,8
72190,World War Z,World War Z,en,"life former united nations investigator gerry lane family seems content. suddenly, world plagued mysterious infection turning whole human populations rampaging mindless zombies. barely escaping chaos, lane persuaded go mission investigate disease. what follows perilous trek around world where lane must brave horrific dangers long odds find answers before human civilization falls.",2013-06-20,131.399,6.8,200000000,531865000,116,"Action, Drama, Horror, Science Fiction, Thriller",,,2013,6,20
439079,The Nun,The Nun,en,"young nun cloistered abbey romania takes own life, priest haunted past novitiate threshold final vows sent vatican investigate. together uncover order’s unholy secret. risking not only lives faith very souls, confront malevolent force form same demonic nun first terrorized audiences “the conjuring 2” abbey becomes horrific battleground between living damned.",2018-09-05,131.032,5.8,22000000,365550119,96,"Horror, Mystery, Thriller",968052.0,The Nun Collection,2018,9,5
184345,A Haunted House 2,A Haunted House 2,en,"exorcising demons ex-, malcolm starts afresh new girlfriend children. moving dream home, malcolm once again plagued bizarre paranormal events.",2014-04-17,125.807,6.0,4000000,25343661,87,"Comedy, Horror",251937.0,A Haunted House Collection,2014,4,17
561,Constantine,Constantine,en,"john constantine literally been hell back. teams policewoman solve mysterious suicide twin sister, investigation takes through world demons angels exists beneath landscape contemporary los angeles.",2005-02-08,119.677,7.0,100000000,230884728,121,"Action, Fantasy, Horror",1025281.0,Constantine Collection,2005,2,8
345940,The Meg,The Meg,en,"deep sea submersible pilot revisits past fears mariana trench, accidentally unleashes seventy foot ancestor great white shark believed extinct.",2018-08-09,116.512,6.2,150000000,530243742,113,"Action, Horror, Science Fiction",742536.0,The Meg Collection,2018,8,9
393345,Cult of Chucky,Cult of Chucky,en,"confined asylum criminally insane, nica pierce convinced she, not chucky, murdered entire family. psychiatrist introduces new therapeutic ""good guy"" doll familiar face, string new, grisly deaths leads nica wonder if isn't crazy all.",2017-10-23,116.318,5.8,6500000,2200000,91,"Horror, Thriller",10455.0,Child's Play Collection,2017,10,23
481084,The Addams Family,The Addams Family,en,"addams family's lives begin unravel face-off against treacherous, greedy crafty reality-tv host while also preparing extended family arrive major celebration.",2019-10-10,116.021,6.6,40000000,203044905,86,"Animation, Comedy, Family, Fantasy, Horror",750822.0,The Addams Family (Animated) Collection,2019,10,10
22894,Legion,Legion,en,"god loses faith humankind, sends legion angels bring apocalypse. humanity's only hope survival lies group strangers trapped out-of-the-way, desert diner archangel michael.",2010-01-21,110.404,5.8,26000000,67918658,100,"Action, Fantasy, Horror",,,2010,1,21
948,Halloween,Halloween,en,"fifteen years murdering sister halloween night 1963, michael myers escapes mental hospital returns small town haddonfield, illinois kill again.",1978-10-24,109.29,7.6,325000,70274000,91,"Horror, Thriller",91361.0,Halloween Collection,1978,10,24
10585,Child's Play,Child's Play,en,"single mother gives son beloved doll birthday, only discover possessed soul serial killer.",1988-11-09,108.342,6.6,9000000,44196684,87,Horror,10455.0,Child's Play Collection,1988,11,9
139038,A Haunted House,A Haunted House,en,"malcolm kisha move dream home, soon learn demon also resides there. kisha becomes possessed, malcolm - determined keep sex life track - turns priest, psychic, team ghost-busters help spoof all ""found-footage/documentary style"" films released recent years.",2013-01-11,108.186,5.8,2500000,60141683,86,"Comedy, Horror",251937.0,A Haunted House Collection,2013,1,11
442249,The First Purge,The First Purge,en,"push crime rate below percent rest year, new founding fathers america test sociological theory vents aggression night isolated community. violence oppressors meets rage others, contagion explode trial-city borders spread across nation.",2018-07-04,108.11,6.0,13000000,137056262,97,"Action, Horror, Thriller",256322.0,The Purge Collection,2018,7,4
346364,It,It,en,"small town maine, seven children known losers club come face face life problems, bullies monster takes shape clown called pennywise.",2017-09-06,106.786,7.2,35000000,701842551,135,"Fantasy, Horror",477962.0,It Collection,2017,9,6
72331,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,en,"president lincoln's mother killed supernatural creature, which fuels passion crush vampires slave-owning helpers.",2012-06-20,103.0,5.7,69000000,116471580,94,"Action, Fantasy, Horror",,,2012,6,20
913290,Barbarian,Barbarian,en,"town job interview, young arrives airbnb late night only find been mistakenly double-booked strange already staying there. against better judgement, decides stay night anyway, soon discovers there much more afraid house than other guest.",2022-09-08,102.826,7.2,10500000,30000000,103,"Horror, Mystery, Thriller",,,2022,9,8
11249,Seed of Chucky,Seed of Chucky,en,"time around, chucky homicidal honey, tiffany, brought back life orphan offspring, glen. then horror goes hollywood chucky unleashes own brand murderous mayhem!",2004-11-11,102.731,5.4,12000000,24829644,87,"Comedy, Horror",10455.0,Child's Play Collection,2004,11,11
9552,The Exorcist,The Exorcist,en,"12-year-old regan macneil begins adapt explicit new personality strange events befall local area georgetown. mother becomes torn between science superstition desperate bid save daughter, ultimately turns last hope: father damien karras, troubled priest struggling own faith.",1973-12-26,101.991,7.7,11000000,441306145,122,Horror,12263.0,The Exorcist Collection,1973,12,26
11186,Child's Play 2,Child's Play 2,en,"andy’s mother admitted psychiatric hospital, young boy placed foster care, andchucky, determined claim andy's soul, not far behind.",1990-11-09,97.858,6.2,13000000,35763605,84,"Horror, Thriller",10455.0,Child's Play Collection,1990,11,9
2082,Halloween,Halloween,en,"being committed 17 years, michael myers, now grown still very dangerous, escapes mental institution (where committed 10 year old) immediately returns haddonfield, where wants find baby sister, laurie. anyone crosses path mortal danger",2007-08-31,97.161,6.2,15000000,80460948,109,Horror,126209.0,Halloween (Rob Zombie Series) Collection,2007,8,31
630240,Titane,Titane,fr,"metal plate head childhood car accident embarks bizarre journey, bringing contact firefighter who's reunited missing son 10 years.",2021-07-14,96.198,6.5,6600000,5115725,108,"Drama, Horror, Thriller",,,2021,7,14
396535,부산행,Train to Busan,ko,"zombie virus pushes korea state emergency, those trapped express train busan must fight own survival.",2016-07-20,94.624,7.8,8500000,87547518,118,"Action, Horror, Science Fiction, Thriller",619537.0,Train to Busan Collection,2016,7,20
176,Saw,Saw,en,"obsessed teaching victims value life, deranged, sadistic serial killer abducts morally wayward. once captured, must face impossible choices horrific game survival. victims must fight win lives back, or die trying...",2004-10-01,93.053,7.4,1200000,103911669,103,"Crime, Horror, Mystery",656.0,Saw Collection,2004,10,1
316727,The Purge: Election Year,The Purge: Election Year,en,"years choosing not kill killed son, former police sergeant leo barnes become head security senator charlene roan, front runner presidential election due vow eliminate purge. night what should final purge, betrayal within government forces barnes roan onto street where must fight survive night.",2016-06-29,91.119,6.4,10000000,118587880,105,"Action, Horror, Thriller",256322.0,The Purge Collection,2016,6,29
480414,The Curse of La Llorona,The Curse of La Llorona,en,social worker dealing disappearance children fears own family beginning investigation.,2019-04-17,90.991,5.7,9000000,122033739,93,"Horror, Thriller",,,2019,4,17
9902,Wrong Turn,Wrong Turn,en,"chris crashes carload other young people, group stranded motorists soon lost woods west virginia, where they're hunted three cannibalistic mountain men grossly disfigured generations inbreeding.",2003-05-30,90.04,6.3,12600000,28650575,84,"Horror, Thriller",52985.0,Wrong Turn Collection,2003,5,30
11187,Child's Play 3,Child's Play 3,en,"eight years passed since events second film. chucky been resurrected once again seeks revenge andy, former owner, now teenager enrolled military school.",1991-08-30,89.455,5.9,13000000,20560255,90,"Horror, Thriller",10455.0,Child's Play Collection,1991,8,30
514847,The Hunt,The Hunt,en,"twelve strangers wake clearing. don't know where are—or how got there. shadow dark internet conspiracy theory, ruthless elitists gather remote location hunt humans sport. master plan about derailed hunted turns tables pursuers.",2020-03-11,88.978,6.7,14000000,42415898,90,"Action, Horror, Thriller",,,2020,3,11
521029,Annabelle Comes Home,Annabelle Comes Home,en,"determined keep annabelle wreaking more havoc, demonologists ed lorraine warren bring possessed doll locked artifacts room home, placing “safely” behind sacred glass enlisting priest’s holy blessing. unholy night horror awaits annabelle awakens evil spirits room, all set sights new target—the warrens' ten-year-old daughter, judy, friends.",2019-06-26,88.826,6.4,30000000,231252591,106,"Horror, Mystery, Thriller",402074.0,Annabelle Collection,2019,6,26
619778,Malignant,Malignant,en,"madison paralyzed shocking visions grisly murders, torment worsens discovers these waking dreams fact terrifying realities mysterious tie past.",2021-09-01,88.071,6.9,40000000,24640084,111,"Horror, Mystery, Thriller",,,2021,9,1
9373,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,en,"picking traumatized young hitchhiker, five friends find themselves stalked hunted chainsaw-wielding killer family equally psychopathic killers.",2003-05-21,86.118,6.2,9500000,107363905,98,Horror,425175.0,Texas Chainsaw (Reboot) Collection,2003,5,21
381288,Split,Split,en,"though kevin evidenced 23 personalities trusted psychiatrist, dr. fletcher, there remains still submerged set materialize dominate all others. compelled abduct three teenage girls led willful, observant casey, kevin reaches war survival among all those contained within — well everyone around — walls between compartments shatter apart.",2016-11-15,85.707,7.3,9000000,278454358,117,"Horror, Thriller",,,2016,11,15
493922,Hereditary,Hereditary,en,"ellen, matriarch graham family, passes away, daughter's family begins unravel cryptic increasingly terrifying secrets about ancestry.",2018-06-07,84.709,7.3,10000000,80239658,128,"Horror, Mystery, Thriller",,,2018,6,7
9532,Final Destination,Final Destination,en,"teenager terrifying vision friends dying plane crash, prevents accident only death hunt down, one.",2000-03-17,83.626,6.6,23000000,112880294,98,Horror,8864.0,Final Destination Collection,2000,3,17
167032,Curse of Chucky,Curse of Chucky,en,"passing mother, nica pierce, young wheelchair, forced deal sister, brother-in-law, niece nanny say goodbyes mother. people start turning dead, nica discovers culprit might strange doll received few days earlier.",2013-10-04,82.858,5.9,5000000,3800000,97,"Horror, Thriller",10455.0,Child's Play Collection,2013,10,4
533642,Child's Play,Child's Play,en,"karen, single mother, gifts son andy buddi doll birthday, unaware its more sinister nature. contemporary re-imagining 1988 horror classic.",2019-06-19,82.168,6.0,10000000,44902237,90,Horror,,,2019,6,19
576845,Last Night in Soho,Last Night in Soho,en,"young girl, passionate about fashion design, mysteriously able enter 1960s where encounters idol, dazzling wannabe singer. 1960s london not what seems, time seems falling apart shady consequences.",2021-10-21,81.785,7.5,43000000,22957625,117,"Fantasy, Horror, Mystery, Thriller",,,2021,10,21
158015,The Purge,The Purge,en,"given country's overcrowded prisons, u.s. government begins allow 12-hour periods time which all illegal activity legal. during these free-for-alls, family must protect themselves home invasion.",2013-05-31,81.585,6.3,3000000,89328627,86,"Horror, Science Fiction, Thriller",256322.0,The Purge Collection,2013,5,31
396422,Annabelle: Creation,Annabelle: Creation,en,"several years tragic death little girl, doll maker wife welcome nun several girls shuttered orphanage home, soon becoming target doll maker's possessed creation—annabelle.",2017-08-03,81.021,6.6,15000000,306515884,110,"Horror, Mystery, Thriller",402074.0,Annabelle Collection,2017,8,3
6537,El orfanato,The Orphanage,es,"brings family back childhood home, which used orphanage, intent reopening it. before long, son starts communicate new invisible friend.",2007-05-20,76.355,7.2,3400000,78638987,105,"Drama, Horror, Thriller",,,2007,5,20
60304,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,en,"getting taste blood children, hansel gretel become ultimate vigilantes, hell-bent retribution. now, unbeknownst them, hansel gretel become hunted, must face evil far greater than witches... past.",2013-01-17,75.4,6.0,50000000,226349749,88,"Action, Fantasy, Horror",,,2013,1,17
565,The Ring,The Ring,en,rachel keller journalist investigating videotape may killed four teenagers. there urban legend about tape: viewer die seven days watching it. rachel tracks video... watches it. now just seven days unravel mystery ring so can save herself son.,2002-10-18,73.898,6.6,48000000,249348933,115,"Horror, Mystery",14563.0,The Ring Collection,2002,10,18
55779,Final Destination 5,Final Destination 5,en,"fifth installment, death just omnipresent ever, unleashed man’s premonition saves group coworkers terrifying suspension bridge collapse. group unsuspecting souls never supposed survive, and, terrifying race against time, ill-fated group frantically tries discover way escape death’s sinister agenda.",2011-08-12,73.733,6.1,47000000,157887643,92,"Horror, Mystery",8864.0,Final Destination Collection,2011,8,12
126889,Alien: Covenant,Alien: Covenant,en,"bound remote planet far side galaxy, crew colony ship 'covenant' discovers what thought uncharted paradise, actually dark, dangerous world—which sole inhabitant: 'synthetic', david, survivor doomed prometheus expedition.",2017-05-09,73.672,6.1,97000000,240891763,122,"Horror, Mystery, Science Fiction",135416.0,Prometheus Collection,2017,5,9
49018,Insidious,Insidious,en,"family discovers dark spirits invaded home son inexplicably falls endless sleep. reach professional help, learn things lot more personal than thought.",2010-09-13,73.643,6.9,1500000,97009150,103,"Horror, Thriller",228446.0,Insidious Collection,2010,9,13
440,Aliens vs Predator: Requiem,Aliens vs Predator: Requiem,en,"iconic creatures scariest film franchises movie history wage most brutal battle ever—in our own backyard. small town gunnison, colorado becomes war zone between deadliest extra-terrestrial life forms—the alien predator. predator scout ship crash-lands hills outside town, alien facehuggers hybrid alien/predator released begin terrorize town.",2007-12-25,73.039,5.1,40000000,130290885,94,"Action, Fantasy, Horror, Science Fiction, Thriller",115762.0,AVP Collection,2007,12,25
227348,Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,en,"seventeen-year-old jesse been hearing terrifying sounds coming neighbor’s apartment, turns camera sets uncover source, encounters ancient evil won’t rest until it’s claimed very soul.",2014-01-01,73.028,5.4,5000000,86362372,84,"Horror, Thriller",41437.0,Paranormal Activity Collection,2014,1,1
257445,Goosebumps,Goosebumps,en,"moving small town, zach cooper finds silver lining meets door neighbor hannah, daughter bestselling goosebumps series author r.l. stine. zach unintentionally unleashes real monsters manuscripts begin terrorize town, it’s suddenly stine, zach hannah get all back books where belong.",2015-08-05,72.726,6.3,58000000,158162788,103,"Adventure, Comedy, Horror",508783.0,Goosebumps Collection,2015,8,5
6466,Freddy vs. Jason,Freddy vs. Jason,en,"attempt free himself state forgotten limbo, evil dream-demon freddy krueger devises plan manipulate un-dead mass murderer jason voorhees slicing-and-dicing way through teenage population springwood. master dreams loses control monster, brutal fight death only way out.",2003-08-15,72.488,6.0,30000000,116643421,97,Horror,9735.0,Friday the 13th Collection,2003,8,15
23827,Paranormal Activity,Paranormal Activity,en,"young, middle-class couple moves what seems like typical suburban house, become increasingly disturbed presence may or may not demonic certainly most active middle night. followed five terrifying installments franchise, original found-footage shocker started all.",2007-09-14,71.944,6.0,215000,194183034,85,"Horror, Mystery",41437.0,Paranormal Activity Collection,2007,9,14
10781,The Texas Chainsaw Massacre: The Beginning,The Texas Chainsaw Massacre: The Beginning,en,"chrissie friends set road trip final fling before shipped off vietnam. along way, bikers harass foursome cause accident throws chrissie vehicle. lawman arrives scene kills bikers brings chrissie's friends hewitt homestead, where young leatherface learning tools terror.",2006-10-05,69.979,6.1,16000000,107363905,91,"Horror, Thriller",425175.0,Texas Chainsaw (Reboot) Collection,2006,10,5
310131,The Witch,The Witch,en,"1630, farmer relocates family remote plot land edge forest where strange, unsettling things happen. suspicion paranoia mounting, each family member's faith, loyalty love tested shocking ways.",2015-01-27,69.655,6.9,3500000,40423945,92,"Drama, Fantasy, Horror, Mystery",,,2015,1,27
8329,[REC],[REC],es,television reporter cameraman follow emergency workers dark apartment building quickly locked inside something terrifying.,2007-11-23,68.845,7.2,1500000,32511655,78,"Horror, Mystery",74508.0,[REC] Collection,2007,11,23
419430,Get Out,Get Out,en,"chris girlfriend rose go upstate visit parents weekend. first, chris reads family's overly accommodating behavior nervous attempts deal daughter's interracial relationship, weekend progresses, series increasingly disturbing discoveries lead truth never could imagined.",2017-02-24,68.431,7.6,4500000,255407969,104,"Horror, Mystery, Thriller",,,2017,2,24
11152,The Ruins,The Ruins,en,"americans amy, stacy, jeff eric look fun during sunny holiday mexico, get much more than visiting archaeological dig jungle.",2008-04-02,68.279,5.9,8000000,22818256,91,Horror,,,2008,4,2
250546,Annabelle,Annabelle,en,couple begins experience terrifying supernatural occurrences involving vintage doll shortly home invaded satanic cultists.,2014-10-02,68.243,5.7,6500000,257047661,99,Horror,402074.0,Annabelle Collection,2014,10,2
11357,Halloween 4: The Return of Michael Myers,Halloween 4: The Return of Michael Myers,en,"apparently comatose michael myers being transferred hospital another, wakes ambulance crew talk about surviving niece, jamie. slaughtering attendants, myers sets find living relative is, fortunately, being cared kind resourceful foster sister named rachel. meanwhile, ever-cautious dr. loomis remains killer's path.",1988-10-21,68.198,6.1,5000000,17800000,88,"Horror, Thriller",91361.0,Halloween Collection,1988,10,21
91586,Insidious: Chapter 2,Insidious: Chapter 2,en,haunted lambert family seeks uncover mysterious childhood secret left dangerously connected spirit world.,2013-09-12,68.172,6.7,5000000,161000000,106,"Horror, Thriller",228446.0,Insidious Collection,2013,9,12
4232,Scream,Scream,en,"killer known ghostface begins killing off teenagers, body count begins rising, girl friends find themselves contemplating 'rules' horror films try survive real-life one.",1996-12-20,67.783,7.4,14000000,173046663,112,"Crime, Horror, Mystery",2602.0,Scream Collection,1996,12,20
37169,The Human Centipede (First Sequence),The Human Centipede (First Sequence),en,"during stopover germany middle carefree road trip through europe, american girls find themselves alone night car breaks woods. searching help nearby villa, wooed clutches deranged retired surgeon explains mad scientific vision captives' utter horror. subjects sick lifetime fantasy: first connect people, next, doing so bring life ""the human centipede.""",2009-04-26,67.63,5.2,2011799,252207,92,Horror,96671.0,The Human Centipede Collection,2009,4,26
52520,Underworld: Awakening,Underworld: Awakening,en,"having escaped years imprisonment, vampire warrioress selene finds herself changed world where humans discovered existence both vampire lycan clans conducting all-out war eradicate both immortal species. now selene must battle humans frightening new breed super lycans ensure death dealers' survival.",2012-01-19,67.467,6.3,70000000,160112671,88,"Action, Fantasy, Horror",2326.0,Underworld Collection,2012,1,19
9286,Final Destination 3,Final Destination 3,en,"student's premonition deadly rollercoaster ride saves life lucky few, not death itself – which seeks those escaped fate.",2006-02-09,67.459,6.1,25000000,118890272,93,"Horror, Mystery",8864.0,Final Destination Collection,2006,2,9
602734,Spiral: From the Book of Saw,Spiral: From the Book of Saw,en,"working shadow esteemed police veteran, brash detective ezekiel “zeke” banks rookie partner take charge grisly investigation murders eerily reminiscent city’s gruesome past. unwittingly entrapped deepening mystery, zeke finds himself center killer’s morbid game.",2021-05-12,67.251,6.1,20000000,40618920,93,"Crime, Horror, Mystery",,,2021,5,12
273477,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,en,"three scouts lifelong friends join forces badass cocktail waitress become world’s most unlikely team heroes. peaceful town ravaged zombie invasion, they’ll fight badge lifetime put scouting skills test save mankind undead.",2015-10-23,66.029,6.5,15000000,14860766,93,"Comedy, Horror",,,2015,10,23
82507,Sinister,Sinister,en,"found footage helps true-crime novelist realize how why family murdered new home, though discoveries put entire family path supernatural entity.",2012-03-29,65.319,6.8,3000000,82515113,110,"Horror, Mystery, Thriller",357173.0,Sinister Collection,2012,3,29
19908,Zombieland,Zombieland,en,"columbus made habit running what scares him. tallahassee doesn't fears. if did, he'd kick ever-living ass. world overrun zombies, these perfectly evolved survivors. now, they're about stare most terrifying prospect all: each other.",2009-10-07,65.001,7.3,23600000,102391540,88,"Comedy, Horror",537982.0,Zombieland Collection,2009,10,7
442062,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,en,"boys face onslaught witches, monsters, ghouls talking dummy discover mysterious book author r. l. stine.",2018-10-11,64.989,6.1,35000000,93320380,90,"Adventure, Comedy, Family, Fantasy, Horror",508783.0,Goosebumps Collection,2018,10,11
9358,Final Destination 2,Final Destination 2,en,"kimberly violent premonition highway pileup blocks freeway, keeping few others meant die, safe...or they? survivors mysteriously start dying it's kimberly stop before she's next.",2003-01-31,64.18,6.2,26000000,90941129,90,"Horror, Mystery",8864.0,Final Destination Collection,2003,1,31
460019,Truth or Dare,Truth or Dare,en,"harmless game ""truth or dare"" among friends turns deadly someone—or something—begins punish those tell lie—or refuse dare.",2018-04-12,63.521,6.0,3500000,95330493,101,"Horror, Thriller",,,2018,4,12
447332,A Quiet Place,A Quiet Place,en,family forced live silence while hiding creatures hunt sound.,2018-04-03,63.493,7.4,17000000,340677200,91,"Drama, Horror, Science Fiction",521226.0,A Quiet Place Collection,2018,4,3
694,The Shining,The Shining,en,"jack torrance accepts caretaker job overlook hotel, where he, along wife wendy son danny, must live isolated rest world winter. aren't prepared madness lurks within.",1980-05-23,63.472,8.2,19000000,44781695,144,"Horror, Thriller",530064.0,The Shining Collection,1980,5,23
346672,Underworld: Blood Wars,Underworld: Blood Wars,en,"vampire death dealer selene fends off brutal attacks both lycan clan vampire faction betrayed her. only allies, david father thomas, must stop eternal war between lycans vampires, even if means make ultimate sacrifice.",2016-11-24,63.45,5.8,35000000,81093313,91,"Action, Fantasy, Horror, Thriller",2326.0,Underworld Collection,2016,11,24
9003,Hellraiser,Hellraiser,en,"tinkers box bought while abroad, sexual deviant frank inadvertently opens portal hell, where fetish-demons led pinhead tear body apart. frank’s brother wife move house, skeletal frank appears sister-in-law asks supply corpses regeneration.",1987-09-11,63.431,6.9,1000000,14575193,93,"Fantasy, Horror",8917.0,Hellraiser Collection,1987,9,11
